Network Management Card AOS v3.3.4
Rack PDU APP v3.3.3

Date     	Time     	Name	Contact	Location	System IP
02/27/2024	05:22:38	RackPDU	Unknown	Unknown	10.30.250.14

		Metered Rack PDU   	   	   	   	   	   	
02/24/2024	17:04:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	16:54:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	16:44:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	16:34:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	16:24:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	16:14:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	16:04:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	15:54:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	15:44:41	2.6	1.2	2.7	1.2	2.6	1.2	
02/24/2024	15:34:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	15:24:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	15:14:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	15:04:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	14:54:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	14:44:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	14:34:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	14:24:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	14:14:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	14:04:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	13:54:41	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	13:44:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	13:34:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	13:24:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	13:14:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	13:04:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	12:54:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	12:44:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	12:34:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	12:24:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	12:14:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	12:04:41	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	11:54:40	2.6	1.2	2.6	1.3	2.6	1.2	
02/24/2024	11:44:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	11:34:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	11:24:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	11:14:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	11:04:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	10:54:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	10:44:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	10:34:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	10:24:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	10:14:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	10:04:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	09:54:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	09:44:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	09:34:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	09:24:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	09:14:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	09:04:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	08:54:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	08:44:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	08:34:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	08:24:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	08:14:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	08:04:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	07:54:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	07:44:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	07:34:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	07:24:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	07:14:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	07:04:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	06:54:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	06:44:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	06:34:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	06:24:40	2.5	1.2	2.6	1.2	2.5	1.2	
02/24/2024	06:14:40	2.5	1.2	2.6	1.2	2.5	1.2	
02/24/2024	06:04:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	05:54:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	05:44:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	05:34:40	2.5	1.2	2.6	1.2	2.5	1.2	
02/24/2024	05:24:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	05:14:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	05:04:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	04:54:40	2.6	1.2	2.6	2.5	2.6	1.2	
02/24/2024	04:44:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	04:34:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	04:24:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	04:14:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	04:04:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	03:54:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	03:44:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	03:34:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	03:24:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	03:14:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	03:04:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	02:54:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	02:44:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	02:34:40	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	02:24:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	02:14:40	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	02:04:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	01:54:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	01:44:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	01:34:39	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	01:24:39	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	01:14:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	01:04:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	00:54:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	00:44:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	00:34:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/24/2024	00:24:39	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	00:14:39	2.6	1.2	2.6	1.2	2.5	1.2	
02/24/2024	00:04:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	23:54:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	23:44:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	23:34:39	2.6	1.2	2.6	1.4	2.5	0.0	
02/23/2024	23:24:39	2.6	1.2	2.6	1.2	2.5	1.2	
02/23/2024	23:14:39	2.6	1.2	2.6	1.2	2.4	1.2	
02/23/2024	23:04:39	2.4	1.2	2.8	1.2	1.9	1.2	
02/23/2024	22:54:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	22:44:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	22:34:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	22:24:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	22:14:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	22:04:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	21:54:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	21:44:39	2.6	1.2	2.6	1.2	2.5	1.2	
02/23/2024	21:34:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	21:24:39	2.6	1.2	2.8	1.2	2.3	1.2	
02/23/2024	21:14:39	2.3	1.2	2.7	1.2	1.9	1.2	
02/23/2024	21:04:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	20:54:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	20:44:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	20:34:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	20:24:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	20:14:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	20:04:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	19:54:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	19:44:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	19:34:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	19:24:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	19:14:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	19:04:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	18:54:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	18:44:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	18:34:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	18:24:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	18:14:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	18:04:39	2.6	1.2	2.9	1.2	2.0	1.2	
02/23/2024	17:54:39	2.6	1.2	2.8	1.2	1.4	1.2	
02/23/2024	17:44:39	1.4	1.2	1.4	1.2	1.3	1.2	
02/23/2024	17:34:39	1.4	1.2	2.8	1.2	1.3	1.2	
02/23/2024	17:24:39	2.8	1.2	2.8	1.2	1.9	1.2	
02/23/2024	17:14:39	2.4	1.2	2.8	1.2	1.9	1.2	
02/23/2024	17:04:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	16:54:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	16:44:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	16:34:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	16:24:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	16:14:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	16:04:39	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	15:54:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	15:44:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	15:34:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	15:24:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	15:14:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	15:04:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	14:54:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	14:44:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	14:34:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	14:24:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	14:14:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	14:04:38	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	13:54:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	13:44:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	13:34:38	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	13:24:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	13:14:38	2.6	1.2	2.6	1.3	2.6	1.2	
02/23/2024	13:04:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	12:54:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	12:44:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	12:34:38	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	12:24:38	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	12:14:38	2.7	1.2	2.7	1.2	2.6	1.2	
02/23/2024	12:04:38	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	11:54:38	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	11:44:38	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	11:34:38	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	11:24:38	2.7	1.2	2.7	1.2	2.6	1.2	
02/23/2024	11:14:38	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	11:04:38	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	10:54:38	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	10:44:38	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	10:34:38	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	10:24:38	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	10:14:38	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	10:04:38	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	09:54:38	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	09:44:38	2.7	1.2	2.8	1.2	2.6	1.2	
02/23/2024	09:34:38	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	09:24:38	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	09:14:38	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	09:04:38	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	08:54:38	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	08:44:38	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	08:34:38	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	08:24:38	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	08:14:38	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	08:04:38	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	07:54:38	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	07:44:38	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	07:34:38	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	07:24:38	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	07:14:38	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	07:04:38	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	06:54:38	2.7	1.2	2.8	1.2	2.6	1.2	
02/23/2024	06:44:38	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	06:34:38	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	06:24:38	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	06:14:38	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	06:04:38	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	05:54:37	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	05:44:37	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	05:34:37	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	05:24:37	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	05:14:37	2.7	1.2	2.8	1.2	2.7	1.2	
02/23/2024	05:04:37	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	04:54:37	2.7	1.2	2.7	1.2	2.6	1.2	
02/23/2024	04:44:37	2.7	1.2	2.8	1.2	2.6	1.2	
02/23/2024	04:34:37	2.7	1.2	2.7	1.2	2.6	1.2	
02/23/2024	04:24:37	2.7	1.2	2.7	1.3	2.7	1.2	
02/23/2024	04:14:37	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	04:04:37	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	03:54:37	2.7	1.2	2.7	1.2	2.6	1.2	
02/23/2024	03:44:37	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	03:34:37	2.7	1.2	2.7	1.2	2.7	1.2	
02/23/2024	03:24:37	2.7	1.2	2.8	1.2	2.6	1.2	
02/23/2024	03:14:37	2.7	1.2	2.7	1.2	2.6	1.2	
02/23/2024	03:04:37	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	02:54:37	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	02:44:37	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	02:34:37	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	02:24:37	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	02:14:37	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	02:04:37	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	01:54:37	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	01:44:37	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	01:34:37	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	01:24:37	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	01:14:37	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	01:04:37	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	00:54:37	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	00:44:37	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	00:34:37	2.6	1.2	2.7	1.2	2.6	1.2	
02/23/2024	00:24:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	00:14:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/23/2024	00:04:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	23:54:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	23:44:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	23:34:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	23:24:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	23:14:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	23:04:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	22:54:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	22:44:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	22:34:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	22:24:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	22:14:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	22:04:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	21:54:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	21:44:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	21:34:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	21:24:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	21:14:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	21:04:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	20:54:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	20:44:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	20:34:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	20:24:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	20:14:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	20:04:37	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	19:54:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	19:44:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	19:34:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	19:24:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	19:14:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	19:04:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	18:54:36	2.6	1.2	2.6	1.3	2.6	1.2	
02/22/2024	18:44:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	18:34:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	18:24:36	2.6	1.2	2.7	1.2	2.6	1.2	
02/22/2024	18:14:36	2.7	1.2	2.7	1.2	2.6	1.2	
02/22/2024	18:04:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	17:54:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	17:44:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	17:34:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	17:24:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	17:14:36	2.6	1.2	2.6	1.2	2.5	1.2	
02/22/2024	17:04:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	16:54:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	16:44:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	16:34:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	16:24:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	16:14:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	16:04:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	15:54:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	15:44:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	15:34:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	15:24:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	15:14:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	15:04:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	14:54:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	14:44:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	14:34:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	14:24:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	14:14:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	14:04:36	2.6	1.2	2.7	1.2	2.6	1.2	
02/22/2024	13:54:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	13:44:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	13:34:36	2.6	1.2	2.7	1.2	2.6	1.2	
02/22/2024	13:24:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	13:14:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	13:04:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	12:54:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	12:44:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	12:34:36	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	12:24:36	2.6	1.2	2.6	1.3	2.6	1.2	
02/22/2024	12:14:36	2.6	1.2	2.7	1.2	2.6	1.2	
02/22/2024	12:04:36	2.6	1.2	2.7	1.2	2.6	1.2	
02/22/2024	11:54:36	2.6	1.2	2.7	1.3	2.6	1.2	
02/22/2024	11:44:36	2.7	1.2	2.7	1.2	2.6	1.2	
02/22/2024	11:34:36	2.6	1.2	2.7	1.2	2.6	1.2	
02/22/2024	11:24:36	2.7	1.2	2.7	1.2	2.6	1.2	
02/22/2024	11:14:36	2.7	1.2	2.7	1.2	2.6	1.2	
02/22/2024	11:04:36	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	10:54:36	2.7	1.2	2.7	1.2	2.7	1.2	
02/22/2024	10:44:36	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	10:34:36	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	10:24:36	2.7	1.2	2.7	1.2	2.6	1.2	
02/22/2024	10:14:36	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	10:04:36	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	09:54:35	2.7	1.2	2.7	1.2	2.7	1.2	
02/22/2024	09:44:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	09:34:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	09:24:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	09:14:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	09:04:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	08:54:35	2.7	1.2	2.7	1.2	2.7	1.2	
02/22/2024	08:44:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	08:34:35	2.7	1.2	2.7	1.2	2.7	1.2	
02/22/2024	08:24:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	08:14:35	2.7	1.2	2.8	1.2	2.6	1.2	
02/22/2024	08:04:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	07:54:35	2.7	1.2	2.7	1.2	2.7	1.2	
02/22/2024	07:44:35	2.7	1.2	2.7	1.2	2.7	1.2	
02/22/2024	07:34:35	2.7	1.2	2.7	1.2	2.6	1.2	
02/22/2024	07:24:35	2.7	1.2	2.7	1.2	2.7	1.2	
02/22/2024	07:14:35	2.7	1.2	2.7	1.3	2.7	1.2	
02/22/2024	07:04:35	2.7	1.2	2.7	1.2	2.7	1.2	
02/22/2024	06:54:35	2.7	1.2	2.8	1.3	2.7	1.2	
02/22/2024	06:44:35	2.7	1.2	2.7	1.2	2.7	1.2	
02/22/2024	06:34:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	06:24:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	06:14:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	06:04:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	05:54:35	2.7	1.2	2.7	1.3	2.7	1.2	
02/22/2024	05:44:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	05:34:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	05:24:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	05:14:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	05:04:35	2.7	1.2	2.7	1.2	2.7	1.2	
02/22/2024	04:54:35	2.7	1.2	2.7	1.2	2.7	1.2	
02/22/2024	04:44:35	2.7	1.2	2.7	1.2	2.7	1.2	
02/22/2024	04:34:35	2.7	1.2	2.7	1.2	2.7	1.2	
02/22/2024	04:24:35	2.7	1.2	2.7	1.2	2.7	1.2	
